"data.strata","Freq"
"YE29_returnees",1.05213633878632
"YE15_returnees",1.11120364201643
"YE30_nondisplaced",0.798385810020211
"YE20_idps",1.3069871408479
"YE31_idps",0.760063291139241
"YE13_nondisplaced",0.793716887154595
"YE26_refugees",0.271451175406872
"YE31_idps",0.760063291139241
"YE19_nondisplaced",1.79082372664256
"YE27_idps",0.884729756881656
"YE16_returnees",0.831866505279123
"YE24_migrants",0.398128390596745
"YE11_nondisplaced",1.87280268303966
"YE31_nondisplaced",0.864622262407073
"YE16_returnees",0.831866505279123
"YE15_migrants",0.220095547627193
"YE17_idps",2.37741552317129
"YE32_nondisplaced",0.762901996241535
"YE18_refugees",0.656007007233273
"YE14_returnees",0.865496501297272
"YE19_migrants",0.0754031042796866
"YE26_migrants",0.827279772668561
"YE14_refugees",0.0574499842130945
"YE30_nondisplaced",0.798385810020211
"YE29_returnees",1.05213633878632
"YE31_nondisplaced",0.864622262407073
"YE14_returnees",0.865496501297272
"YE18_idps",2.01703303948162
"YE32_returnees",0.610239076496068
"YE20_migrants",0.0678627938517179
"YE19_idps",1.2279934125549
"YE29_idps",1.92518564118349
"YE17_returnees",1.15161104718067
"YE13_returnees",0.850547016274864
"YE32_nondisplaced",0.762901996241535
"YE27_nondisplaced",1.10591219610207
"YE22_idps",1.3069871408479
"YE13_returnees",0.850547016274864
"YE19_returnees",0.960235450418865
"YE23_nondisplaced",1.46166017526777
"YE16_nondisplaced",0.941769384064657
"YE29_idps",1.92518564118349
"YE25_refugees",0.731570543649725
"YE27_idps",0.884729756881656
"YE21_nondisplaced",0.888962913613147
"YE27_idps",0.884729756881656
"YE20_migrants",0.0678627938517179
"YE19_returnees",0.960235450418865
"YE12_nondisplaced",0.833869623798887
"YE14_returnees",0.865496501297272
"YE18_nondisplaced",1.77735888659261
"YE22_nondisplaced",1.35725587703436
"YE23_nondisplaced",1.46166017526777
"YE11_idps",2.07450491774357
"YE13_returnees",0.850547016274864
"YE27_idps",0.884729756881656
"YE15_returnees",1.11120364201643
